Temps(s), Température(K), Énergie (J), IntRapides (AD), IntLentes (AD), IntTot(AD), NeutÉmis (AD)
1.419999999999999929e+01,3.226716633421536358e+02,7.118412379375011660e+06,6.540000000000000000e+02,1.052000000000000000e+03,1.706000000000000000e+03,6.800000000000000000e+01,1.303000000000000000e+03
1.430000000000000071e+01,3.229130893420821167e+02,7.234679304050012492e+06,6.590000000000000000e+02,1.063000000000000000e+03,1.722000000000000000e+03,6.800000000000000000e+01,1.313000000000000000e+03
1.440000000000000036e+01,3.230311911980080595e+02,7.351691162200013176e+06,6.650000000000000000e+02,1.066000000000000000e+03,1.731000000000000000e+03,6.800000000000000000e+01,1.323000000000000000e+03
1.450000000000000000e+01,3.231668805432836962e+02,7.469333348675013520e+06,6.680000000000000000e+02,1.073000000000000000e+03,1.741000000000000000e+03,6.900000000000000000e+01,1.333000000000000000e+03
1.459999999999999964e+01,3.233140392643194900e+02,7.588408099525013939e+06,6.750000000000000000e+02,1.077000000000000000e+03,1.752000000000000000e+03,6.900000000000000000e+01,1.343000000000000000e+03
1.469999999999999929e+01,3.234417840206312462e+02,7.709201927625012584e+06,6.800000000000000000e+02,1.082000000000000000e+03,1.762000000000000000e+03,6.900000000000000000e+01,1.353000000000000000e+03
1.480000000000000071e+01,3.235845865332059930e+02,7.831371017525013536e+06,6.870000000000000000e+02,1.086000000000000000e+03,1.773000000000000000e+03,7.000000000000000000e+01,1.363000000000000000e+03
1.490000000000000036e+01,3.236911984605187058e+02,7.953826620300013572e+06,6.900000000000000000e+02,1.092000000000000000e+03,1.782000000000000000e+03,7.000000000000000000e+01,1.373000000000000000e+03
1.500000000000000000e+01,3.238329766543307073e+02,8.077542879725011997e+06,6.920000000000000000e+02,1.101000000000000000e+03,1.793000000000000000e+03,7.000000000000000000e+01,1.380000000000000000e+03
1.509999999999999964e+01,3.240090978997481557e+02,8.201889467475011945e+06,6.960000000000000000e+02,1.110000000000000000e+03,1.806000000000000000e+03,7.000000000000000000e+01,1.380000000000000000e+03
1.519999999999999929e+01,3.241843771308180635e+02,8.326980988700012676e+06,7.010000000000000000e+02,1.118000000000000000e+03,1.819000000000000000e+03,7.000000000000000000e+01,1.380000000000000000e+03
1.530000000000000071e+01,3.243040063114444820e+02,8.453103956275012344e+06,7.030000000000000000e+02,1.126000000000000000e+03,1.829000000000000000e+03,7.100000000000000000e+01,1.380000000000000000e+03
1.540000000000000036e+01,3.245644585323925071e+02,8.579914554750012234e+06,7.070000000000000000e+02,1.140000000000000000e+03,1.847000000000000000e+03,7.100000000000000000e+01,1.380000000000000000e+03
1.550000000000000000e+01,3.245569442238286229e+02,8.707527389275014400e+06,7.070000000000000000e+02,1.143000000000000000e+03,1.850000000000000000e+03,7.300000000000000000e+01,1.380000000000000000e+03
1.559999999999999964e+01,3.246530199417064182e+02,8.834853710925014690e+06,7.070000000000000000e+02,1.152000000000000000e+03,1.859000000000000000e+03,7.400000000000000000e+01,1.380000000000000000e+03
1.569999999999999929e+01,3.248020735400336321e+02,8.962638453175015748e+06,7.080000000000000000e+02,1.163000000000000000e+03,1.871000000000000000e+03,7.600000000000000000e+01,1.380000000000000000e+03
1.580000000000000071e+01,3.248081048861360500e+02,9.090938918600015342e+06,7.090000000000000000e+02,1.166000000000000000e+03,1.875000000000000000e+03,7.700000000000000000e+01,1.380000000000000000e+03
1.590000000000000036e+01,3.249015978079184492e+02,9.219640502050016075e+06,7.090000000000000000e+02,1.175000000000000000e+03,1.884000000000000000e+03,7.800000000000000000e+01,1.380000000000000000e+03
1.600000000000000000e+01,3.248866035840620725e+02,9.348800506100013852e+06,7.090000000000000000e+02,1.178000000000000000e+03,1.887000000000000000e+03,7.800000000000000000e+01,1.380000000000000000e+03
1.610000000000000142e+01,3.248514048709590156e+02,9.478189720450015739e+06,7.090000000000000000e+02,1.180000000000000000e+03,1.889000000000000000e+03,7.900000000000000000e+01,1.380000000000000000e+03
1.619999999999999929e+01,3.248490082203119300e+02,9.608209263125015423e+06,7.090000000000000000e+02,1.184000000000000000e+03,1.893000000000000000e+03,8.100000000000000000e+01,1.380000000000000000e+03
1.630000000000000071e+01,3.248648228251970522e+02,9.738973739275017753e+06,7.090000000000000000e+02,1.189000000000000000e+03,1.898000000000000000e+03,8.300000000000000000e+01,1.380000000000000000e+03
1.639999999999999858e+01,3.249127776055873369e+02,9.870540451475016773e+06,7.090000000000000000e+02,1.196000000000000000e+03,1.905000000000000000e+03,8.500000000000000000e+01,1.380000000000000000e+03
1.650000000000000000e+01,3.249232198711586648e+02,1.000245097912501544e+07,7.090000000000000000e+02,1.201000000000000000e+03,1.910000000000000000e+03,8.800000000000000000e+01,1.380000000000000000e+03
1.660000000000000142e+01,3.248811428886152726e+02,1.013516374282501638e+07,7.090000000000000000e+02,1.203000000000000000e+03,1.912000000000000000e+03,8.800000000000000000e+01,1.380000000000000000e+03
1.669999999999999929e+01,3.248182099574776771e+02,1.026776190137501433e+07,7.090000000000000000e+02,1.204000000000000000e+03,1.913000000000000000e+03,8.800000000000000000e+01,1.380000000000000000e+03
1.680000000000000071e+01,3.248273405419068922e+02,1.040036005992501602e+07,7.090000000000000000e+02,1.209000000000000000e+03,1.918000000000000000e+03,8.800000000000000000e+01,1.380000000000000000e+03
1.689999999999999858e+01,3.247981558287261237e+02,1.053335933650001511e+07,7.090000000000000000e+02,1.212000000000000000e+03,1.921000000000000000e+03,9.000000000000000000e+01,1.380000000000000000e+03
1.700000000000000000e+01,3.247661138295488854e+02,1.066698894140001386e+07,7.090000000000000000e+02,1.215000000000000000e+03,1.924000000000000000e+03,9.100000000000000000e+01,1.380000000000000000e+03
1.710000000000000142e+01,3.247660576346744392e+02,1.080027473085001297e+07,7.090000000000000000e+02,1.220000000000000000e+03,1.929000000000000000e+03,9.300000000000000000e+01,1.380000000000000000e+03
1.719999999999999929e+01,3.247975734687479985e+02,1.093350321772501431e+07,7.090000000000000000e+02,1.227000000000000000e+03,1.936000000000000000e+03,9.400000000000000000e+01,1.380000000000000000e+03
1.730000000000000071e+01,3.247934924107699430e+02,1.106684630975001492e+07,7.090000000000000000e+02,1.232000000000000000e+03,1.941000000000000000e+03,9.600000000000000000e+01,1.380000000000000000e+03
1.739999999999999858e+01,3.247524612994970425e+02,1.120047591465001367e+07,7.090000000000000000e+02,1.235000000000000000e+03,1.944000000000000000e+03,9.600000000000000000e+01,1.380000000000000000e+03
1.750000000000000000e+01,3.246751919578319985e+02,1.133404821697501279e+07,7.090000000000000000e+02,1.236000000000000000e+03,1.945000000000000000e+03,9.600000000000000000e+01,1.380000000000000000e+03
1.760000000000000142e+01,3.246307536656189541e+02,1.146693288840001449e+07,7.090000000000000000e+02,1.239000000000000000e+03,1.948000000000000000e+03,9.600000000000000000e+01,1.380000000000000000e+03
1.769999999999999929e+01,3.245491521339787369e+02,1.159958834952501580e+07,7.090000000000000000e+02,1.240000000000000000e+03,1.949000000000000000e+03,9.700000000000000000e+01,1.380000000000000000e+03
1.780000000000000071e+01,3.244645934976594503e+02,1.173201460035001673e+07,7.090000000000000000e+02,1.241000000000000000e+03,1.950000000000000000e+03,9.900000000000000000e+01,1.380000000000000000e+03
1.789999999999999858e+01,3.243773592416712290e+02,1.186381052285001799e+07,7.090000000000000000e+02,1.242000000000000000e+03,1.951000000000000000e+03,1.000000000000000000e+02,1.380000000000000000e+03
1.800000000000000000e+01,3.243240450047819081e+02,1.199566374792501889e+07,7.090000000000000000e+02,1.245000000000000000e+03,1.954000000000000000e+03,1.000000000000000000e+02,1.380000000000000000e+03
1.810000000000000142e+01,3.242510352216571050e+02,1.212740236785001867e+07,7.090000000000000000e+02,1.247000000000000000e+03,1.956000000000000000e+03,1.010000000000000000e+02,1.380000000000000000e+03
1.819999999999999929e+01,3.241423318915848881e+02,1.225810954142501950e+07,7.090000000000000000e+02,1.247000000000000000e+03,1.956000000000000000e+03,1.020000000000000000e+02,1.380000000000000000e+03
1.830000000000000071e+01,3.241047315927777390e+02,1.238830099182501808e+07,7.090000000000000000e+02,1.251000000000000000e+03,1.960000000000000000e+03,1.030000000000000000e+02,1.380000000000000000e+03
1.839999999999999858e+01,3.239941721405083968e+02,1.251791941647501662e+07,7.090000000000000000e+02,1.251000000000000000e+03,1.960000000000000000e+03,1.030000000000000000e+02,1.380000000000000000e+03
1.850000000000000000e+01,3.238830866020617805e+02,1.264685021022501588e+07,7.090000000000000000e+02,1.251000000000000000e+03,1.960000000000000000e+03,1.040000000000000000e+02,1.380000000000000000e+03
1.860000000000000142e+01,3.237705361533162431e+02,1.277537988595001586e+07,7.090000000000000000e+02,1.251000000000000000e+03,1.960000000000000000e+03,1.050000000000000000e+02,1.380000000000000000e+03
1.869999999999999929e+01,3.236754017683637130e+02,1.290333653592501581e+07,7.090000000000000000e+02,1.252000000000000000e+03,1.961000000000000000e+03,1.060000000000000000e+02,1.380000000000000000e+03
1.880000000000000071e+01,3.235974522665326845e+02,1.303117858075001836e+07,7.090000000000000000e+02,1.254000000000000000e+03,1.963000000000000000e+03,1.070000000000000000e+02,1.380000000000000000e+03
1.889999999999999858e+01,3.235187595577357342e+02,1.315890602042501979e+07,7.090000000000000000e+02,1.256000000000000000e+03,1.965000000000000000e+03,1.070000000000000000e+02,1.380000000000000000e+03
1.900000000000000000e+01,3.234571722236288451e+02,1.328657615752502158e+07,7.090000000000000000e+02,1.259000000000000000e+03,1.968000000000000000e+03,1.070000000000000000e+02,1.380000000000000000e+03
1.910000000000000142e+01,3.233591542203548670e+02,1.341459011007502303e+07,7.090000000000000000e+02,1.260000000000000000e+03,1.969000000000000000e+03,1.080000000000000000e+02,1.380000000000000000e+03
1.919999999999999929e+01,3.232427606757872809e+02,1.354243215490002371e+07,7.090000000000000000e+02,1.260000000000000000e+03,1.969000000000000000e+03,1.090000000000000000e+02,1.380000000000000000e+03
1.930000000000000071e+01,3.231615862035887403e+02,1.367021689715002477e+07,7.090000000000000000e+02,1.262000000000000000e+03,1.971000000000000000e+03,1.090000000000000000e+02,1.380000000000000000e+03
1.939999999999999858e+01,3.230627848094242722e+02,1.379771512652502581e+07,7.090000000000000000e+02,1.263000000000000000e+03,1.972000000000000000e+03,1.110000000000000000e+02,1.380000000000000000e+03
1.950000000000000000e+01,3.229467539386102430e+02,1.392475493530002423e+07,7.090000000000000000e+02,1.263000000000000000e+03,1.972000000000000000e+03,1.120000000000000000e+02,1.380000000000000000e+03
1.960000000000000142e+01,3.228307648835651094e+02,1.405145092862502299e+07,7.090000000000000000e+02,1.263000000000000000e+03,1.972000000000000000e+03,1.130000000000000000e+02,1.380000000000000000e+03
1.969999999999999929e+01,3.227147307933802267e+02,1.417774580392502435e+07,7.090000000000000000e+02,1.263000000000000000e+03,1.972000000000000000e+03,1.130000000000000000e+02,1.380000000000000000e+03
1.980000000000000071e+01,3.226174066909697444e+02,1.430318114060002565e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.130000000000000000e+02,1.380000000000000000e+03
1.989999999999999858e+01,3.225023801825140026e+02,1.442844456955002621e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.130000000000000000e+02,1.380000000000000000e+03
2.000000000000000000e+01,3.223878320309558489e+02,1.455324957790002599e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.130000000000000000e+02,1.380000000000000000e+03
2.010000000000000142e+01,3.222733040383632783e+02,1.467793998110002652e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.019999999999999929e+01,3.221594852410024146e+02,1.480200005597502738e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.030000000000000071e+01,3.220463709679223143e+02,1.492542980252502672e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.039999999999999858e+01,3.219344190644246737e+02,1.504765619500002638e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.050000000000000000e+01,3.218226098923800578e+02,1.516971067975002527e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.060000000000000142e+01,3.217117485771192946e+02,1.529079102072502486e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.069999999999999929e+01,3.216014992634985674e+02,1.541135563852502592e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.080000000000000071e+01,3.214917660580290999e+02,1.553151913830002211e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.089999999999999858e+01,3.213824994327121658e+02,1.565133882262502424e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.100000000000000000e+01,3.212735110382797643e+02,1.577104390180002339e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.140000000000000000e+02,1.380000000000000000e+03
2.110000000000000142e+01,3.211649366656210987e+02,1.589046246810002439e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.150000000000000000e+02,1.380000000000000000e+03
2.119999999999999929e+01,3.210565417998417388e+02,1.600988103440002352e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.150000000000000000e+02,1.380000000000000000e+03
2.130000000000000071e+01,3.209486475447239400e+02,1.612889848267502338e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.150000000000000000e+02,1.380000000000000000e+03
2.139999999999999858e+01,3.208413898805589497e+02,1.624734290520002320e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.150000000000000000e+01,3.207346733664548992e+02,1.636532890712502412e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.160000000000000142e+01,3.206283100278627671e+02,1.648308569875002280e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.169999999999999929e+01,3.205223897256180976e+02,1.660049867492502183e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.180000000000000071e+01,3.204166320064900333e+02,1.671791165110002086e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.189999999999999858e+01,3.203109416574725969e+02,1.683543923242501915e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.200000000000000000e+01,3.202063809267697820e+02,1.695176345967502519e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.210000000000000142e+01,3.201021139670273783e+02,1.706791577920002490e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.219999999999999929e+01,3.199989716489741340e+02,1.718286474465002120e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.230000000000000071e+01,3.198967200787792535e+02,1.729689686890002340e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.239999999999999858e+01,3.197948476339712442e+02,1.741064248027502373e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.250000000000000000e+01,3.196935834808596724e+02,1.752381506590002403e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.260000000000000142e+01,3.195930179438204277e+02,1.763630002062502503e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.269999999999999929e+01,3.194926858375834513e+02,1.774867037020001933e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.280000000000000071e+01,3.193930016513955366e+02,1.786041039145001397e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.289999999999999858e+01,3.192934539924687556e+02,1.797215041270001233e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.300000000000000000e+01,3.191944111405610442e+02,1.808343201335000992e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.310000000000000142e+01,3.190961951172321847e+02,1.819385407537501305e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.319999999999999929e+01,3.189981557469880613e+02,1.830421883482501656e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.330000000000000071e+01,3.189009391876140853e+02,1.841372405565002188e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.339999999999999858e+01,3.188043583035703250e+02,1.852259894815001637e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.350000000000000000e+01,3.187082240643176760e+02,1.863107272262500972e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.360000000000000142e+01,3.186125795572197603e+02,1.873908807650000602e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.369999999999999929e+01,3.185176544901882494e+02,1.884635849690000713e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.380000000000000071e+01,3.184229378656351628e+02,1.895351431215000898e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.389999999999999858e+01,3.183286131648819151e+02,1.906032631195001304e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.400000000000000000e+01,3.182352786355032777e+02,1.916604956282501668e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.410000000000000142e+01,3.181424220450959979e+02,1.927131439310001209e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.419999999999999929e+01,3.180503659247876271e+02,1.937571968475001305e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.430000000000000071e+01,3.179585069099753127e+02,1.948001037125001103e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.439999999999999858e+01,3.178675842581848201e+02,1.958326961140001193e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.450000000000000000e+01,3.177774576262047503e+02,1.968566931292501464e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.460000000000000142e+01,3.176877075383253555e+02,1.978772519900001585e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.469999999999999929e+01,3.175986547726542426e+02,1.988903615160001069e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.480000000000000071e+01,3.175102980200571210e+02,1.998960217072501034e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.489999999999999858e+01,3.174231451631821415e+02,2.008879292805001140e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.500000000000000000e+01,3.173372389405702165e+02,2.018655112100000679e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.510000000000000142e+01,3.172517419806253542e+02,2.028390819592500478e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.519999999999999929e+01,3.171670216132945939e+02,2.038040573222500831e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.530000000000000071e+01,3.170828428224391473e+02,2.047633024277501181e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.539999999999999858e+01,3.170001293482018241e+02,2.057053567607500777e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.550000000000000000e+01,3.169178131348425040e+02,2.066433999135000631e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.560000000000000142e+01,3.168366802409445313e+02,2.075676904482501000e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.569999999999999929e+01,3.167563111961549112e+02,2.084833855967500433e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.580000000000000071e+01,3.166763334402475607e+02,2.093950695649999753e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.589999999999999858e+01,3.165972091596227074e+02,2.102970120954999700e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.600000000000000000e+01,3.165192588995021765e+02,2.111852020079999790e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.610000000000000142e+01,3.164419225597327454e+02,2.120665156114999577e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.619999999999999929e+01,3.163658456498425835e+02,2.129329305454999581e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.630000000000000071e+01,3.162902368967860980e+02,2.137941882477499545e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.639999999999999858e+01,3.162151874946321755e+02,2.146491426667500287e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.650000000000000000e+01,3.161412043089395638e+02,2.154914905192499980e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.660000000000000142e+01,3.160680994429465045e+02,2.163235239082499966e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.669999999999999929e+01,3.159954998672499187e+02,2.171498270397500694e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.680000000000000071e+01,3.159235440617911763e+02,2.179686808365001157e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.689999999999999858e+01,3.158521854181101389e+02,2.187806583242501318e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.700000000000000000e+01,3.157814699241750418e+02,2.195851864772501215e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.710000000000000142e+01,3.157107954235851821e+02,2.203897146302500740e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.719999999999999929e+01,3.156409486525516286e+02,2.211845013455000892e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.730000000000000071e+01,3.155715126472496763e+02,2.219747038547501341e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.739999999999999858e+01,3.155028111871014858e+02,2.227563109777502343e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.750000000000000000e+01,3.154349828562045559e+02,2.235276036372501776e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.760000000000000142e+01,3.153672403079581841e+02,2.242983232710001618e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.769999999999999929e+01,3.152999999034320240e+02,2.250633126472501457e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.780000000000000071e+01,3.152340483780634486e+02,2.258128303282501549e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.789999999999999858e+01,3.151689224712237660e+02,2.265526065715001523e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.800000000000000000e+01,3.151047144817110279e+02,2.272814953255001456e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.810000000000000142e+01,3.150411926380601813e+02,2.280023617190001905e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.819999999999999929e+01,3.149778936910747120e+02,2.287209360095002502e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.830000000000000071e+01,3.149152803211759419e+02,2.294314879395002499e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.839999999999999858e+01,3.148536300233661223e+02,2.301305793545002118e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.850000000000000000e+01,3.147927573173928408e+02,2.308205023575002328e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.860000000000000142e+01,3.147319674641198048e+02,2.315098523347502574e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
